1	1512941242586	-1.723	4.213	8.632	Gaitsway
2	1512941242596	-1.55	4.069	8.809	Gaitsway
3	1512941242606	-1.387	3.82	8.867	Gaitsway
4	1512941242616	-1.196	3.241	8.613	Gaitsway
5	1512941242626	-1.426	2.939	8.695	Gaitsway
6	1512941242635	-1.545	2.905	8.9	Gaitsway
7	1512941242646	-1.612	2.412	9.432	Gaitsway
8	1512941242656	-1.502	1.383	9.643	Gaitsway
9	1512941242665	-1.143	2.503	9.307	Gaitsway
10	1512941242676	-1.234	3.083	9.044	Gaitsway
11	1512941242686	-1.612	3.284	8.814	Gaitsway
12	1512941242696	-1.694	3.217	9.025	Gaitsway
13	1512941242706	-1.584	3.188	9.288	Gaitsway
14	1512941242716	-1.435	3.202	9.255	Gaitsway
15	1512941242726	-1.363	3.178	9.068	Gaitsway
16	1512941242736	-1.239	3.15	8.972	Gaitsway
17	1512941242746	-1.196	3.226	8.972	Gaitsway
18	1512941242756	-1.378	3.513	9.02	Gaitsway
19	1512941242766	-1.498	3.59	9.03	Gaitsway
20	1512941242776	-1.474	3.576	8.953	Gaitsway
21	1512941242786	-1.038	3.078	9.087	Gaitsway
22	1512941242797	-0.99	2.972	9.236	Gaitsway
23	1512941242807	-1.009	3.073	9.255	Gaitsway
24	1512941242817	-0.985	3.221	9.149	Gaitsway
25	1512941242827	-0.985	3.403	8.838	Gaitsway
26	1512941242837	-1.182	3.432	8.982	Gaitsway
27	1512941242847	-1.421	3.48	9.082	Gaitsway
28	1512941242857	-1.292	3.47	9.125	Gaitsway
29	1512941242867	-1.196	3.47	8.977	Gaitsway
30	1512941242877	-1.253	3.523	8.857	Gaitsway
31	1512941242887	-1.411	3.561	8.972	Gaitsway
32	1512941242898	-1.612	3.581	9.068	Gaitsway
33	1512941242908	-1.656	3.499	9.068	Gaitsway
34	1512941242918	-1.727	3.48	9.02	Gaitsway
35	1512941242928	-1.78	3.413	9.03	Gaitsway
36	1512941242938	-1.727	3.346	9.092	Gaitsway
37	1512941242949	-1.713	3.351	9.14	Gaitsway
38	1512941242959	-1.632	3.284	9.274	Gaitsway
39	1512941242969	-1.512	3.092	9.389	Gaitsway
40	1512941242980	-1.636	3.169	9.351	Gaitsway
41	1512941242989	-1.814	3.36	9.216	Gaitsway
42	1512941242999	-1.857	3.528	9.006	Gaitsway
43	1512941243009	-1.713	3.561	9.054	Gaitsway
44	1512941243019	-1.617	3.494	9.188	Gaitsway
45	1512941243030	-1.665	3.542	9.073	Gaitsway
46	1512941243040	-1.9	3.48	9.173	Gaitsway
47	1512941243050	-1.881	3.408	8.886	Gaitsway
48	1512941243060	-1.79	3.332	8.805	Gaitsway
49	1512941243070	-1.689	3.217	8.944	Gaitsway
50	1512941243080	-1.723	3.197	8.704	Gaitsway
51	1512941243090	-1.737	3.375	8.551	Gaitsway
52	1512941243100	-1.766	3.485	8.584	Gaitsway
53	1512941243110	-1.584	3.427	8.647	Gaitsway
54	1512941243120	-1.138	3.288	8.805	Gaitsway
55	1512941243130	-0.784	3.121	8.747	Gaitsway
56	1512941243141	-1.052	3.322	8.13	Gaitsway
57	1512941243150	-1.052	3.604	8.551	Gaitsway
58	1512941243160	-1.215	3.648	8.431	Gaitsway
59	1512941243169	-1.56	3.695	8.781	Gaitsway
60	1512941243180	-1.627	3.355	8.733	Gaitsway
61	1512941243190	-1.608	3.274	8.762	Gaitsway
62	1512941243200	-1.636	3.217	8.972	Gaitsway
63	1512941243210	-1.512	3.284	8.996	Gaitsway
64	1512941243220	-1.057	3.015	9.451	Gaitsway
65	1512941243230	-1.263	3.049	9.121	Gaitsway
66	1512941243240	-1.656	3.418	8.714	Gaitsway
67	1512941243250	-1.474	3.825	8.896	Gaitsway
68	1512941243261	-1.67	3.719	8.776	Gaitsway
69	1512941243270	-1.986	3.537	8.642	Gaitsway
70	1512941243280	-2.125	3.657	8.991	Gaitsway
71	1512941243290	-2.201	3.695	8.704	Gaitsway
72	1512941243301	-2.01	3.49	8.675	Gaitsway
73	1512941243311	-1.871	3.437	8.68	Gaitsway
74	1512941243321	-1.852	3.648	8.431	Gaitsway
75	1512941243331	-1.809	3.475	8.493	Gaitsway
76	1512941243341	-1.972	3.226	8.484	Gaitsway
77	1512941243351	-2.221	3.178	8.436	Gaitsway
78	1512941243362	-2.12	2.771	8.57	Gaitsway
79	1512941243372	-2.369	2.608	8.326	Gaitsway
80	1512941243382	-2.857	2.824	8.091	Gaitsway
81	1512941243392	-3.116	3.068	8.288	Gaitsway
82	1512941243402	-2.963	2.982	8.398	Gaitsway
83	1512941243413	-2.714	2.977	8.575	Gaitsway
84	1512941243423	-2.599	2.814	8.991	Gaitsway
85	1512941243433	-3.193	2.8	8.953	Gaitsway
86	1512941243443	-3.327	3.207	8.8	Gaitsway
87	1512941243453	-3.662	3.207	8.56	Gaitsway
88	1512941243463	-4.141	3.087	8	Gaitsway
89	1512941243472	-3.959	3.121	8.177	Gaitsway
90	1512941243482	-4.217	2.704	8.211	Gaitsway
91	1512941243492	-4.423	2.369	8.345	Gaitsway
92	1512941243502	-4.15	2.369	8.469	Gaitsway
93	1512941243513	-4.237	2.398	8.374	Gaitsway
94	1512941243522	-4.366	2.359	8.134	Gaitsway
95	1512941243533	-4.308	2.254	7.56	Gaitsway
96	1512941243543	-4.107	2.489	8.268	Gaitsway
97	1512941243553	-4.083	2.292	8.187	Gaitsway
98	1512941243563	-4.246	2.436	7.885	Gaitsway
99	1512941243573	-4.735	2.599	7.876	Gaitsway
100	1512941243583	-4.873	2.388	7.861	Gaitsway
101	1512941243593	-4.72	2.307	7.952	Gaitsway
102	1512941243603	-4.797	2.01	8.163	Gaitsway
103	1512941243613	-5.022	1.919	8.091	Gaitsway
104	1512941243623	-5.338	1.943	7.938	Gaitsway
105	1512941243633	-5.553	1.809	7.948	Gaitsway
106	1512941243643	-5.165	1.541	7.919	Gaitsway
107	1512941243653	-4.873	1.555	7.928	Gaitsway
108	1512941243663	-4.725	1.536	8.053	Gaitsway
109	1512941243673	-4.749	1.871	7.981	Gaitsway
110	1512941243684	-4.902	1.962	7.89	Gaitsway
111	1512941243694	-5.084	1.972	7.761	Gaitsway
112	1512941243704	-5.189	1.948	7.775	Gaitsway
113	1512941243714	-5.223	1.646	7.885	Gaitsway
114	1512941243724	-5.276	1.541	7.885	Gaitsway
115	1512941243734	-5.319	1.464	7.861	Gaitsway
116	1512941243744	-5.228	1.306	7.981	Gaitsway
117	1512941243754	-5.237	1.21	7.981	Gaitsway
118	1512941243764	-5.304	1.21	7.847	Gaitsway
119	1512941243774	-5.223	1.368	7.981	Gaitsway
120	1512941243784	-5.094	1.593	7.857	Gaitsway
121	1512941243795	-5.151	1.584	7.708	Gaitsway
122	1512941243805	-5.156	1.488	7.684	Gaitsway
123	1512941243815	-5.017	1.335	7.971	Gaitsway
124	1512941243825	-4.916	1.277	7.962	Gaitsway
125	1512941243835	-4.998	1.292	7.761	Gaitsway
126	1512941243845	-5.17	1.383	7.66	Gaitsway
127	1512941243855	-5.3	1.335	7.751	Gaitsway
128	1512941243865	-5.357	1.268	7.684	Gaitsway
129	1512941243875	-5.347	1.277	7.79	Gaitsway
130	1512941243885	-5.319	1.287	7.818	Gaitsway
131	1512941243895	-5.434	1.296	7.818	Gaitsway
132	1512941243905	-5.271	1.368	7.861	Gaitsway
133	1512941243916	-5.094	1.354	7.924	Gaitsway
134	1512941243926	-5.185	1.34	8.134	Gaitsway
135	1512941243937	-5.29	1.498	8.015	Gaitsway
136	1512941243947	-5.343	1.593	7.871	Gaitsway
137	1512941243957	-5.247	1.593	7.933	Gaitsway
138	1512941243967	-4.969	1.383	8.015	Gaitsway
139	1512941243977	-5.003	1.392	7.995	Gaitsway
140	1512941243987	-5.108	1.33	8.173	Gaitsway
141	1512941243997	-5.199	1.354	7.976	Gaitsway
142	1512941244007	-5.247	1.483	7.871	Gaitsway
143	1512941244017	-5.218	1.517	7.904	Gaitsway
144	1512941244028	-5.156	1.411	7.861	Gaitsway
145	1512941244038	-4.964	1.431	8.067	Gaitsway
146	1512941244048	-4.869	1.464	8.082	Gaitsway
147	1512941244058	-4.907	1.517	8.082	Gaitsway
148	1512941244068	-5.18	1.407	8.019	Gaitsway
149	1512941244077	-5.352	1.464	8.005	Gaitsway
150	1512941244088	-5.501	1.545	8.053	Gaitsway
151	1512941244098	-5.611	1.459	8.034	Gaitsway
152	1512941244108	-5.3	1.306	7.971	Gaitsway
153	1512941244118	-5.108	1.292	8.039	Gaitsway
154	1512941244128	-4.907	1.153	7.895	Gaitsway
155	1512941244138	-4.94	1.076	8.192	Gaitsway
156	1512941244148	-5.055	1.268	8.158	Gaitsway
157	1512941244158	-5.146	1.469	7.948	Gaitsway
158	1512941244169	-5.094	1.498	7.871	Gaitsway
159	1512941244178	-4.988	1.66	8.077	Gaitsway
160	1512941244189	-4.768	1.689	8.086	Gaitsway
161	1512941244198	-4.663	1.608	8.163	Gaitsway
162	1512941244209	-4.797	1.766	8.019	Gaitsway
163	1512941244219	-4.878	1.909	7.904	Gaitsway
164	1512941244229	-4.926	1.919	7.9	Gaitsway
165	1512941244239	-4.931	1.794	7.919	Gaitsway
166	1512941244249	-4.648	1.737	8.048	Gaitsway
167	1512941244259	-4.577	1.9	8.106	Gaitsway
168	1512941244269	-4.466	1.962	8.134	Gaitsway
