0	138	70	1808	-47	-12	-11	
1	127	75	1803	-46	-12	-8	
2	127	75	1826	-50	-9	-10	
3	132	68	1806	-49	-10	-9	
4	126	67	1816	-47	-13	-7	
5	137	63	1812	-47	-7	-9	
6	132	64	1804	-47	-6	-7	
7	125	78	1809	-47	-12	-8	
8	117	105	1807	-45	-8	-20	
9	174	30	1793	-48	-7	-18	
10	103	87	1823	-48	-6	-21	
11	143	22	1829	-45	-6	-11	
12	136	45	1785	-44	-9	-1	
13	43	99	1789	-45	-11	-1	
14	119	47	1776	-44	-10	-5	
15	-225	121	1251	-42	-157	13	
16	196	66	1967	-32	19	-17	
17	109	31	1776	-47	-9	1	
18	173	65	1835	-46	3	-8	
19	41	82	1786	-48	-17	-15	
20	133	50	1779	-44	-6	-11	
21	140	70	1811	-50	-8	0	
22	126	84	1818	-48	-9	-7	
23	206	51	1823	-48	-13	-9	
24	110	66	1823	-46	-18	-8	
25	132	88	1827	-47	-6	-11	
26	129	52	1827	-43	-8	-9	
27	117	90	1825	-44	-10	-2	
28	146	76	1821	-43	-13	-9	
29	123	70	1809	-44	-13	-11	
30	65	147	1811	-48	-6	-28	
31	212	-71	1842	-43	-4	-15	
32	185	37	1807	-47	-3	13	
33	104	135	1790	-42	-3	-1	
34	129	69	1805	-50	-19	-14	
35	119	57	1790	-46	-13	-18	
36	171	106	1802	-48	-8	-7	
37	94	55	1812	-44	-7	-3	
38	138	71	1804	-47	-8	-2	
39	148	80	1827	-49	-11	-7	
40	149	77	1782	-50	-10	-8	
41	153	63	1802	-45	-11	-13	
42	122	68	1814	-45	-8	-11	
43	120	60	1818	-43	-11	-9	
44	128	71	1796	-45	-11	-8	
45	113	71	1826	-48	-6	-9	
46	139	67	1804	-48	-6	-9	
47	144	64	1808	-45	-8	-9	
48	98	63	1806	-47	-10	-15	
49	129	60	1801	-48	-13	-12	
50	128	71	1804	-42	-10	-5	
51	118	75	1799	-51	-8	-5	
52	145	82	1806	-46	-20	-9	
53	101	78	1868	-56	-36	-13	
54	128	57	1791	-50	-9	-12	
55	128	74	1775	-46	-4	-9	
56	128	69	1816	-44	-11	-9	
57	130	67	1820	-49	-4	-10	
58	147	77	1816	-45	-6	-9	
59	138	69	1806	-44	-17	-10	
60	130	86	1805	-50	-11	-11	
61	148	56	1752	-45	20	-14	
62	111	62	1831	-51	-24	-6	
63	126	96	1786	-47	-7	-10	
64	144	66	1815	-44	-6	-9	
65	135	66	1812	-45	-13	-10	
66	126	74	1806	-45	-11	-13	
67	120	51	1808	-47	-7	-8	
68	133	82	1801	-42	-5	-9	
69	121	71	1798	-45	-10	-14	
70	135	50	1805	-46	-12	-11	
71	130	70	1813	-50	-15	-11	
72	136	71	1822	-48	-11	-9	
73	129	70	1807	-47	-48	-5	
74	4	82	1843	-45	33	-22	
75	273	52	1810	-44	-3	-6	
76	-72	11	1848	-47	-35	-27	
77	195	118	1794	-43	-62	-3	
78	113	48	1877	-57	32	-23	
79	159	149	1793	-46	-32	-22	
80	93	31	1815	-44	-23	0	
81	142	61	1812	-40	-2	-20	
82	171	81	1795	-45	-14	-1	
83	136	83	1789	-45	1	-8	
84	68	60	1791	-50	35	-39	
85	281	25	1784	-44	-40	-10	
86	101	75	1811	-42	-6	0	
87	82	101	1806	-46	-1	-4	
88	155	65	1818	-46	-20	-9	
89	125	58	1811	-45	-13	-15	
90	118	87	1819	-46	17	-19	
91	169	33	1823	-44	-22	-9	
92	138	42	1804	-42	-14	3	
93	113	44	1822	-43	-12	4	
94	115	134	1803	-45	-6	-7	
95	90	112	1805	-43	-15	-14	
96	149	81	1829	-48	2	-17	
97	163	-29	1816	-47	-11	-5	
98	164	37	1822	-46	5	-8	
99	75	55	1797	-44	-16	-4	
100	113	189	1787	-42	11	-2	
101	105	101	1812	-51	-25	-20	
102	182	-7	1801	-49	-7	-17	
103	132	23	1814	-49	-5	-8	
104	107	152	1805	-47	-13	-12	
105	119	26	1825	-48	-25	-10	
106	130	48	1807	-48	1	-9	
107	112	112	1795	-46	-16	-6	
108	143	31	1795	-49	-13	-14	
109	127	71	1792	-44	-17	-12	
110	129	89	1823	-46	-12	-8	
111	131	52	1830	-45	2	-12	
112	127	70	1796	-47	4	-13	
113	137	77	1801	-46	-10	-5	
114	140	57	1825	-45	-15	-8	
115	149	75	1817	-46	-12	-11	
116	121	74	1806	-47	-8	-11	
117	122	54	1798	-47	-12	-9	
118	129	86	1804	-43	-5	-8	
119	125	59	1802	-46	-13	-10	
120	133	62	1804	-49	-9	-8	
121	133	80	1813	-42	-7	-8	
122	118	65	1813	-45	-8	-7	
123	129	83	1800	-48	-10	-7	
124	130	62	1794	-45	-11	-10	
125	134	71	1802	-42	-8	-7	
126	126	59	1807	-48	-9	-9	
127	133	70	1803	-45	-11	-8	
128	121	71	1818	-43	-11	-11	
129	126	71	1812	-52	-5	-11	
130	132	83	1811	-45	-10	-10	
131	151	66	1813	-47	-19	-10	
132	120	79	1823	-44	-10	-11	
133	142	57	1815	-41	-5	-9	
134	146	75	1800	-49	-9	-13	
135	108	65	1804	-45	-11	-11	
136	122	64	1813	-45	-12	-12	
137	165	63	1812	-45	-14	-5	
138	119	54	1809	-42	-7	-5	
139	115	101	1794	-47	-14	-11	
140	54	130	1698	-54	-60	-15	
141	143	-18	1799	-49	-14	-13	
142	140	85	1808	-45	-5	-5	
143	117	74	1804	-47	-6	-7	
144	135	82	1803	-49	-8	-12	
145	137	43	1799	-44	-9	-4	
146	108	96	1795	-45	-7	-7	
147	144	72	1830	-48	-11	-7	
148	122	50	1798	-51	-7	-8	
149	125	89	1814	-47	-6	-3	
150	134	51	1826	-46	-5	-14	
151	151	91	1799	-51	-13	-7	
152	86	67	1823	-44	-7	-10	
153	158	66	1812	-51	-9	-8	
154	102	81	1807	-48	-11	-10	
155	151	68	1814	-46	-11	-12	
156	122	56	1812	-47	-7	-11	
