0	113	-114	2477	5	19	-11	
1	109	-110	2485	12	22	-7	
2	112	-108	2494	7	20	-5	
3	111	-111	2480	10	22	-3	
4	97	-120	2481	6	18	-4	
5	109	-114	2485	6	20	-7	
6	104	-117	2474	8	17	-10	
7	93	-113	2478	6	19	-7	
8	105	-109	2487	7	23	-8	
9	102	-105	2488	5	19	-5	
10	113	-110	2470	7	21	-6	
11	108	-107	2482	7	13	-5	
12	102	-111	2472	4	22	-4	
13	105	-108	2471	6	18	-6	
14	101	-108	2473	8	22	-8	
15	117	-105	2471	7	15	-4	
16	105	-115	2484	5	20	-8	
17	108	-104	2475	8	20	-5	
18	100	-115	2480	6	11	-8	
19	104	-112	2494	6	19	-6	
20	107	-108	2466	9	16	-7	
21	100	-109	2474	8	17	-10	
22	104	-109	2484	7	15	-9	
23	104	-103	2471	4	22	-8	
24	84	-106	2475	5	20	-6	
25	106	-109	2481	4	18	-5	
26	100	-111	2481	7	16	-7	
27	122	-105	2480	4	19	-6	
28	111	-108	2485	4	19	-8	
29	109	-111	2461	5	18	-6	
30	106	-105	2471	6	19	-3	
31	107	-104	2466	5	22	0	
32	105	-115	2476	9	18	-5	
33	107	-108	2478	5	19	-7	
34	107	-114	2485	7	19	-2	
35	100	-117	2487	7	15	-7	
36	112	-107	2474	8	18	-7	
37	100	-110	2471	7	17	-7	
38	110	-116	2483	6	18	-6	
39	105	-104	2490	4	19	-5	
40	107	-112	2480	4	20	-3	
41	105	-121	2472	4	21	-10	
42	100	-114	2479	7	20	-1	
43	107	-119	2476	5	21	-6	
44	114	-119	2473	7	22	-8	
45	111	-108	2480	7	19	-10	
46	104	-105	2484	3	17	-5	
47	105	-108	2477	6	19	-5	
48	96	-109	2473	6	25	-7	
49	109	-112	2486	3	19	-7	
50	109	-106	2479	3	21	-7	
51	104	-111	2475	7	23	-5	
52	112	-108	2475	8	19	-2	
53	94	-109	2477	8	16	-4	
54	101	-114	2479	2	19	-5	
55	110	-108	2481	5	16	-9	
56	102	-115	2475	7	19	-5	
57	104	-108	2491	7	17	-6	
58	105	-108	2476	7	22	-4	
59	102	-115	2493	6	15	-4	
60	107	-117	2490	7	16	-4	
61	100	-109	2488	7	24	-2	
62	111	-109	2474	6	21	-6	
63	99	-109	2478	0	25	-6	
64	106	-111	2482	10	19	-6	
65	116	-116	2475	8	17	-4	
66	99	-108	2472	7	24	-3	
67	103	-117	2486	7	19	-4	
68	105	-108	2474	4	21	-9	
69	104	-112	2479	9	21	-8	
70	111	-111	2477	6	23	-4	
71	110	-110	2475	8	19	-11	
72	106	-105	2465	8	16	-8	
73	97	-102	2491	8	20	-6	
74	98	-106	2494	10	17	-5	
75	111	-105	2481	11	23	-10	
76	104	-106	2478	5	18	-9	
77	108	-108	2489	8	18	-12	
78	105	-110	2489	9	21	-2	
79	111	-104	2481	6	16	-6	
80	106	-106	2482	5	22	-5	
81	100	-105	2498	6	19	-8	
82	101	-110	2488	6	25	-8	
83	107	-111	2484	4	17	-3	
84	107	-113	2480	7	22	-8	
85	106	-108	2482	7	18	-6	
86	106	-109	2473	4	15	-6	
87	103	-114	2473	7	19	-6	
88	108	-113	2471	12	23	-6	
89	106	-108	2474	8	16	-6	
90	104	-104	2472	8	18	-5	
